Date,Rented Bike Count,Hour,Temperature(Celsius),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(Celsius),Solar Radiation (MJ/m2),Rainfall(mm),Seasons,Holiday,Functioning Day
91,190,22,-3.6,52,3.7,1277,-12,0,0,0,1,1
91,190,23,-4,52,3.4,1272,-12.4,0,0,0,1,1
92,156,0,-4.3,53,2.6,1334,-12.4,0,0,0,0,1
92,108,1,-4.6,52,2.1,1372,-12.9,0,0,0,0,1
92,71,2,-5.3,52,1.2,1434,-13.6,0,0,0,0,1
92,49,3,-5.7,50,1.7,1559,-14.4,0,0,0,0,1
92,47,4,-5.8,48,1.5,1552,-15,0,0,0,0,1
92,65,5,-6.1,49,1,1621,-15.1,0,0,0,0,1
92,135,6,-6.4,50,1.5,1593,-15.1,0,0,0,0,1
92,401,7,-6.6,52,0.5,1555,-14.8,0,0,0,0,1
92,617,8,-6.2,45,0.4,1600,-16.2,0.17,0,0,0,1
92,343,9,-4.6,34,1.2,1583,-18.1,0.87,0,0,0,1
92,274,10,-1.8,30,2.1,1608,-17.1,1.59,0,0,0,1
92,343,11,0.1,30,1.8,1640,-15.4,2.19,0,0,0,1
92,388,12,1.8,26,2.2,1556,-15.7,2.61,0,0,0,1
92,375,13,2.3,22,3.1,1627,-17.2,2.83,0,0,0,1
92,450,14,3.4,23,2.4,1545,-15.8,2.74,0,0,0,1
92,463,15,4.3,22,1.3,1837,-15.6,2.48,0,0,0,1
92,574,16,5.2,21,2.1,1721,-15.4,1.97,0,0,0,1
92,631,17,4.3,21,2.5,1961,-16.1,1.13,0,0,0,1
92,854,18,3.5,22,0.9,1961,-16.2,0.43,0,0,0,1
92,568,19,2,26,2.3,1985,-15.5,0.02,0,0,0,1
92,427,20,1.2,35,2.5,1977,-12.6,0,0,0,0,1
92,396,21,1,34,1.4,1880,-13.1,0,0,0,0,1
92,414,22,0.5,38,0.9,1907,-12.2,0,0,0,0,1
92,284,23,0.3,38,0.2,1895,-12.3,0,0,0,0,1
93,218,0,0.5,34,0.4,1889,-13.5,0,0,0,0,1
93,229,1,0.6,36,0.4,1933,-12.7,0,0,0,0,1
93,176,2,0.9,35,0.5,1856,-12.8,0,0,0,0,1
93,149,3,0.8,38,0.8,1594,-11.9,0,0,0,0,1
93,93,4,0.6,43,0.9,1599,-10.5,0,0,0,0,1
93,55,5,0.8,39,1,1463,-11.6,0,0,0,0,1
93,71,6,0.5,42,0.9,1543,-10.9,0,0,0,0,1
93,159,7,0.1,43,1.4,1502,-11,0,0,0,0,1
93,306,8,0.4,38,1.8,1564,-12.3,0.16,0,0,0,1
93,329,9,2.2,30,1.5,1513,-13.6,0.81,0,0,0,1
93,354,10,5.1,27,1.2,1563,-12.4,1.54,0,0,0,1
93,431,11,8.1,21,2.1,1738,-12.9,2.15,0,0,0,1
93,605,12,10.7,16,1.7,1657,-14.1,2.56,0,0,0,1
93,771,13,12.2,14,1.6,1896,-14.5,2.75,0,0,0,1
93,1025,14,14.4,14,1.4,1833,-12.8,2.66,0,0,0,1
93,1238,15,16,14,2.2,1828,-11.5,2.33,0,0,0,1
93,1285,16,15.8,15,2.6,1867,-10.8,1.7,0,0,0,1
93,1197,17,15,22,2.5,1946,-6.5,0.96,0,0,0,1
93,920,18,13.9,26,1.9,1995,-5.3,0.41,0,0,0,1
93,630,19,12.7,32,2.3,2000,-3.6,0.01,0,0,0,1
93,631,20,11.1,51,3.7,1957,1.3,0,0,0,0,1
93,588,21,10.3,52,2.2,1843,0.8,0,0,0,0,1
93,516,22,10.2,49,1.7,1972,0,0,0,0,0,1
93,215,23,9.4,74,1.6,559,4.9,0,0,0,0,1
94,161,0,8.5,87,0.9,303,6.4,0,0,0,0,1
94,118,1,8.3,91,0.1,282,6.9,0,0,0,0,1
94,95,2,8.3,95,0.3,243,7.5,0,0,0,0,1
94,90,3,8.5,96,0.4,238,7.8,0,0.1,0,0,1
94,34,4,8.8,95,0.2,218,8,0,0,0,0,1
94,15,5,8.8,96,1.2,196,8.1,0,0,0,0,1
94,20,6,8.6,96,0.7,224,7.9,0,0.2,0,0,1
94,23,7,8.4,97,2.6,122,7.9,0,0,0,0,1
94,70,8,8.3,97,0.6,152,7.8,0.01,0,0,0,1
94,157,9,8.8,97,1.3,196,8.3,0.2,0.2,0,0,1
94,239,10,9.8,90,0.8,335,8.2,0.64,0,0,0,1
94,273,11,10.1,88,0.7,453,8.1,0.34,0,0,0,1
94,358,12,10.7,85,0.9,393,8.2,0.52,0,0,0,1
94,429,13,10.8,84,1.2,400,8.1,0.44,0,0,0,1
94,475,14,11.2,83,1.1,518,8.4,0.45,0,0,0,1
94,468,15,11.7,81,1.2,616,8.5,0.53,0,0,0,1
94,396,16,11.7,82,1.1,753,8.7,0.32,0,0,0,1
94,492,17,11.8,82,1.7,990,8.8,0.4,0,0,0,1
94,436,18,11.5,81,1.5,1475,8.3,0.07,0,0,0,1
94,289,19,11.2,81,2.3,1614,8,0,0,0,0,1
94,26,20,11.3,80,1.2,1978,7.9,0,0,0,0,1
94,7,21,10.6,89,2.1,606,8.8,0,2,0,0,1
94,8,22,9.6,92,2.5,721,8.3,0,0,0,0,1
94,9,23,8.7,91,2.9,957,7.3,0,0,0,0,1
95,22,0,7.6,88,2.5,1974,5.7,0,9,0,0,1
95,23,1,7,88,2.5,2000,5.1,0,0,0,0,1
95,9,2,6.3,89,2.2,1456,4.6,0,0,0,0,1
95,2,3,5.7,92,2,458,4.4,0,1.5,0,0,1
95,4,4,5.1,90,2.6,1005,3.5,0,0,0,0,1
95,22,5,4.7,89,2.3,1242,3,0,0,0,0,1
95,20,6,4.2,87,2,1979,2.2,0,2,0,0,1
95,85,7,3.8,87,2.2,2000,1.8,0,0,0,0,1
95,184,8,3.6,88,2.3,2000,1.7,0.03,0,0,0,1
95,211,9,3.7,85,1.8,2000,1.4,0.17,0,0,0,1
95,232,10,4.4,80,1.8,2000,1.2,0.56,0,0,0,1
95,322,11,6.1,66,1.9,2000,0.2,1.42,0,0,0,1
95,438,12,7.6,58,2.4,2000,-0.1,1.85,0,0,0,1
95,465,13,8.3,51,2,2000,-1.2,1.42,0,0,0,1
95,550,14,10,44,1.9,2000,-1.7,2.46,0,0,0,1
95,637,15,10.3,43,2.5,2000,-1.7,2.45,0,0,0,1
95,718,16,11,39,1.2,2000,-2.4,1.96,0,0,0,1
95,865,17,10,43,1.4,2000,-2,1.12,0,0,0,1
95,1155,18,8.1,47,1.7,2000,-2.5,0.34,0,0,0,1
95,782,19,5.8,53,1.7,2000,-3,0.02,0,0,0,1
95,578,20,4.3,57,1.3,2000,-3.4,0,0,0,0,1
95,533,21,3.1,59,1.5,2000,-4.1,0,0,0,0,1
95,466,22,2.3,63,1,2000,-4,0,0,0,0,1
95,274,23,1.9,60,1.3,2000,-5,0,0,0,0,1
96,224,0,1.3,69,0.8,2000,-3.7,0,0,0,0,1
96,188,1,0.8,67,0.8,2000,-4.6,0,0,0,0,1
96,122,2,0.3,71,0.9,1999,-4.3,0,0,0,0,1
96,82,3,0.1,71,0.4,2000,-4.5,0,0,0,0,1
96,79,4,-0.5,75,0.6,1967,-4.3,0,0,0,0,1
96,80,5,-0.9,78,0.6,1687,-4.2,0,0,0,0,1
96,214,6,-1,77,0.4,1578,-4.5,0,0,0,0,1
96,583,7,-1,78,0.6,1484,-4.3,0,0,0,0,1
96,997,8,-0.7,76,1,1461,-4.4,0.2,0,0,0,1
96,556,9,1.2,62,0.8,1338,-5.2,0.85,0,0,0,1
96,380,10,3.7,51,1.3,1596,-5.5,1.56,0,0,0,1
96,475,11,6.3,41,1.3,1519,-6,2.12,0,0,0,1
96,504,12,8.5,34,1.9,1876,-6.4,2.55,0,0,0,1
96,528,13,9.3,27,2.2,1816,-8.7,2.65,0,0,0,1
96,567,14,9.2,27,2.9,1880,-8.8,2.32,0,0,0,1
96,616,15,10.1,24,1.8,1839,-9.6,2.12,0,0,0,1
96,680,16,10.6,26,1.9,1955,-8.1,1.75,0,0,0,1
96,883,17,10.2,27,2.8,1826,-8,1.22,0,0,0,1
96,1246,18,8.7,28,3.2,2000,-8.8,0.49,0,0,0,1
96,833,19,7.1,30,2.7,2000,-9.3,0.02,0,0,0,1
96,666,20,6.1,31,2.8,2000,-9.8,0,0,0,0,1
96,625,21,5.5,33,3.2,1995,-9.5,0,0,0,0,1
96,514,22,4.5,40,1.3,1871,-7.9,0,0,0,0,1
96,361,23,3.5,44,0.9,1905,-7.6,0,0,0,0,1
97,289,0,2.8,45,1.7,1493,-7.9,0,0,0,0,1
97,194,1,2.8,46,2,1709,-7.6,0,0,0,0,1
97,134,2,2.6,50,1.3,1962,-6.8,0,0,0,0,1
97,92,3,2.7,55,1.5,1989,-5.4,0,0,0,0,1
97,49,4,2.6,61,1.7,1998,-4.1,0,0,0,0,1
97,97,5,2.5,63,1.3,1987,-3.8,0,0,0,0,1
97,232,6,2.4,65,1.8,1989,-3.5,0,0,0,0,1
97,598,7,2.2,65,1.9,2000,-3.7,0,0,0,0,1
97,1032,8,2.6,63,1.6,1857,-3.7,0.14,0,0,0,1
97,566,9,3.8,58,2,1785,-3.7,0.49,0,0,0,1
97,410,10,5.2,52,1.5,1808,-3.8,0.74,0,0,0,1
97,441,11,8,43,1.7,1909,-3.8,1.74,0,0,0,1
97,550,12,9.6,39,1.8,1982,-3.7,2.09,0,0,0,1
97,509,13,9.9,39,1.9,1911,-3.4,1.61,0,0,0,1
97,505,14,9.8,38,0.9,1908,-3.8,0.93,0,0,0,1
97,620,15,10.2,34,2.3,1919,-4.9,1.19,0,0,0,1
97,646,16,10.4,36,3.2,1963,-4,1.02,0,0,0,1
97,849,17,10.4,37,1,2000,-3.6,0.67,0,0,0,1
97,1365,18,9.6,42,2,2000,-2.7,0.14,0,0,0,1
97,799,19,8.9,44,2.3,2000,-2.7,0,0,0,0,1
97,587,20,8.5,46,1,1977,-2.4,0,0,0,0,1
97,411,21,7.9,56,1.4,1975,-0.3,0,0,0,0,1
97,147,22,7.2,60,1.4,1928,0,0,0,0,0,1
97,48,23,6,79,2,918,2.6,0,0,0,0,1
98,49,0,5.2,83,1.5,733,2.5,0,0.5,0,0,1
98,23,1,4.7,86,0.7,717,2.5,0,0,0,0,1
98,19,2,4.2,88,0.9,553,2.3,0,0,0,0,1
98,12,3,3.8,90,0.8,448,2.3,0,2,0,0,1
98,8,4,3.3,90,1.3,682,1.8,0,0,0,0,1
98,17,5,3.1,90,1.2,974,1.6,0,0,0,0,1
98,32,6,3.1,89,0.2,903,1.4,0,1.5,0,0,1
98,64,7,3,90,0.7,578,1.5,0,0,0,0,1
98,88,8,3,94,0.3,444,2.1,0.01,0,0,0,1
98,100,9,3.4,90,1.5,386,1.9,0.21,0.5,0,0,1
98,165,10,3.6,88,2.6,681,1.7,0.44,0,0,0,1
98,290,11,4.5,82,2,1226,1.6,0.73,0,0,0,1
98,375,12,5.6,72,3,1700,0.9,0.89,0,0,0,1
98,405,13,6.7,65,3.2,1651,0.5,1.76,0,0,0,1
98,452,14,7.7,62,2.4,1758,0.8,1.64,0,0,0,1
98,555,15,9.2,53,3.3,1896,0.1,2.23,0,0,0,1
98,594,16,9.5,56,3.1,994,1.1,1.1,0,0,0,1
98,757,17,7.5,64,4.3,538,1.1,0.88,0,0,0,1
98,1091,18,5.9,68,3.4,543,0.4,0.38,0,0,0,1
98,683,19,4.5,72,2.7,529,-0.1,0.03,0,0,0,1
98,586,20,3.3,74,2.6,494,-0.8,0,0,0,0,1
98,533,21,3.1,74,3.2,465,-1,0,0,0,0,1
98,498,22,2.8,74,2.1,469,-1.3,0,0,0,0,1
98,315,23,2.8,73,1.8,468,-1.5,0,0,0,0,1
99,272,0,3,72,2.3,473,-1.5,0,0,0,0,1
99,228,1,2.8,73,2.6,413,-1.5,0,0,0,0,1
99,155,2,2.8,74,1.2,415,-1.3,0,0,0,0,1
99,105,3,2.7,75,0.7,417,-1.2,0,0,0,0,1
99,66,4,2.5,76,1,403,-1.3,0,0,0,0,1
99,88,5,2.5,76,0.7,544,-1.3,0,0,0,0,1
99,195,6,2.5,71,1.1,1055,-2.2,0,0,0,0,1
99,574,7,1.6,76,0.7,1024,-2.1,0,0,0,0,1
99,1041,8,1.8,67,0.7,1917,-3.6,0.19,0,0,0,1
99,570,9,3.5,60,1.3,1969,-3.5,0.71,0,0,0,1
99,361,10,4.8,54,1.3,1921,-3.7,0.78,0,0,0,1
99,444,11,5.9,51,0.7,1866,-3.4,0.91,0,0,0,1
99,510,12,6.8,51,1,1617,-2.6,1.13,0,0,0,1
99,509,13,7.5,44,2,1526,-3.9,1.24,0,0,0,1
99,542,14,8,42,1.5,1690,-4.1,1.24,0,0,0,1
99,611,15,7.7,51,2.9,670,-1.8,0.94,0,0,0,1
99,686,16,9.6,38,1.7,1052,-4,1.71,0,0,0,1
99,834,17,8.9,46,1.8,789,-2.1,1,0,0,0,1
99,1231,18,7,55,2,705,-1.4,0.35,0,0,0,1
99,718,19,5.4,60,3.9,990,-1.7,0.02,0,0,0,1
99,535,20,4.3,67,1.1,1125,-1.2,0,0,0,0,1
99,537,21,3.5,69,1.4,1177,-1.6,0,0,0,0,1
99,521,22,2.9,69,1.2,1179,-2.2,0,0,0,0,1
99,309,23,2.5,72,1.5,1071,-2,0,0,0,0,1
100,328,0,2.1,74,1.4,970,-2,0,0,0,0,1
100,305,1,2,75,1,658,-1.9,0,0,0,0,1
100,241,2,1.6,79,0.9,685,-1.6,0,0,0,0,1
100,139,3,1.3,80,0.6,705,-1.7,0,0,0,0,1
100,91,4,0.9,81,0.6,620,-1.9,0,0,0,0,1
100,79,5,0.8,80,0.3,565,-2.2,0,0,0,0,1
100,74,6,1.1,78,1.1,538,-2.3,0,0,0,0,1
100,208,7,0.9,78,1.1,535,-2.5,0,0,0,0,1
100,340,8,1.5,73,1.2,466,-2.8,0.11,0,0,0,1
100,381,9,2.7,71,1.3,418,-2,0.3,0,0,0,1
100,416,10,3.5,65,2.4,539,-2.4,0.87,0,0,0,1
100,497,11,5.7,58,2.3,700,-1.9,2.08,0,0,0,1
100,650,12,7.1,50,2.2,909,-2.6,2.47,0,0,0,1
100,757,13,8.2,42,3.1,1261,-3.9,2.66,0,0,0,1
100,906,14,9.2,38,2.6,1377,-4.4,2.53,0,0,0,1
100,931,15,8.1,36,4.7,1964,-6.1,2.23,0,0,0,1
100,972,16,8.3,37,3.8,1867,-5.5,1.73,0,0,0,1
100,829,17,7.7,46,2.8,1635,-3.2,1.05,0,0,0,1
100,664,18,6.2,61,3.2,1411,-0.7,0.4,0,0,0,1
100,573,19,5.3,67,2.6,1314,-0.3,0.02,0,0,0,1
100,447,20,5.2,69,1.8,1196,0,0,0,0,0,1
100,470,21,5,73,2.2,1173,0.5,0,0,0,0,1
100,421,22,5,75,2.2,1084,0.9,0,0,0,0,1
100,345,23,5.1,75,1.4,950,1,0,0,0,0,1
101,376,0,5.1,77,1.9,718,1.3,0,0,0,0,1
101,222,1,4.8,80,1.3,583,1.6,0,0,0,0,1
101,171,2,4.7,78,1.5,466,1.1,0,0,0,0,1
101,115,3,4.4,80,1.6,393,1.2,0,0,0,0,1
101,80,4,4.2,81,1.3,333,1.2,0,0,0,0,1
101,45,5,3.9,85,1.6,264,1.6,0,0,0,0,1
101,63,6,3.4,85,1.5,234,1.1,0,0,0,0,1
101,119,7,2.9,84,1.9,241,0.4,0,0,0,0,1
101,212,8,2.8,82,1.2,240,0,0.19,0,0,0,1
101,289,9,3.9,77,2,263,0.2,0.65,0,0,0,1
101,394,10,5.9,69,2.6,330,0.6,1.43,0,0,0,1
101,425,11,7.6,54,1.6,430,-1.1,2.06,0,0,0,1
101,666,12,9.2,40,2.6,592,-3.7,2.47,0,0,0,1
101,843,13,10.3,31,2.1,885,-6.1,2.67,0,0,0,1
101,1154,14,11.6,20,2.7,1647,-10.6,2.69,0,0,0,1
101,1294,15,11.9,26,2.8,1338,-7,2.34,0,0,0,1
101,1205,16,11.9,25,2.7,1424,-7.5,1.83,0,0,0,1
101,1028,17,11.1,25,2,1765,-8.2,1.19,0,0,0,1
101,776,18,9.4,22,2.9,1995,-11.2,0.55,0,0,0,1
101,596,19,7.8,28,1.9,1982,-9.6,0.04,0,0,0,1
101,530,20,6.7,32,1.9,1722,-8.8,0,0,0,0,1
101,533,21,5.7,34,1,1520,-8.9,0,0,0,0,1
101,419,22,5.3,31,2.3,1842,-10.5,0,0,0,0,1
101,288,23,4.2,34,1.7,1476,-10.3,0,0,0,0,1
102,222,0,3.5,46,1.1,1040,-7,0,0,0,0,1
102,163,1,2.9,51,0.8,1119,-6.2,0,0,0,0,1
102,95,2,2.7,46,0.4,1363,-7.7,0,0,0,0,1
102,60,3,2.3,48,0.8,1448,-7.6,0,0,0,0,1
102,47,4,2.8,52,0.6,1249,-6.1,0,0,0,0,1
102,106,5,3.3,53,0.4,1208,-5.3,0,0,0,0,1
102,261,6,2.8,57,0.7,920,-4.8,0,0,0,0,1
102,662,7,3,53,0.5,1094,-5.6,0,0,0,0,1
102,1066,8,3.8,47,0.8,1229,-6.5,0.06,0,0,0,1
102,604,9,4.8,43,1,1200,-6.7,0.18,0,0,0,1
102,406,10,6.6,40,1,1061,-6,0.65,0,0,0,1
102,463,11,9.2,33,1.1,892,-6.2,1.54,0,0,0,1
102,581,12,11.7,32,1.6,690,-4.4,1.99,0,0,0,1
102,588,13,13.6,34,1.8,458,-1.9,2.23,0,0,0,1
102,603,14,14.9,34,2.8,403,-0.8,2.22,0,0,0,1
102,694,15,15.3,32,2.9,458,-1.3,2.02,0,0,0,1
102,752,16,14.5,34,3.1,471,-1.2,1.59,0,0,0,1
102,931,17,13.7,38,2.6,436,-0.3,1,0,0,0,1
102,1425,18,12.2,43,2.8,463,0,0.41,0,0,0,1
102,946,19,10.6,47,2,425,-0.2,0.03,0,0,0,1
102,801,20,9.4,50,2.1,391,-0.5,0,0,0,0,1
102,771,21,8.7,49,1.7,464,-1.4,0,0,0,0,1
102,695,22,7.8,49,0.1,528,-2.2,0,0,0,0,1
102,397,23,6.8,56,0.9,497,-1.3,0,0,0,0,1
103,309,0,6.4,62,0.7,506,-0.3,0,0,0,0,1
103,231,1,5.9,65,1,596,-0.1,0,0,0,0,1
103,161,2,5.4,66,0.6,623,-0.4,0,0,0,0,1
103,103,3,5.5,62,0.6,722,-1.2,0,0,0,0,1
103,88,4,6.2,59,0.8,493,-1.2,0,0,0,0,1
103,97,5,6.8,56,0.9,570,-1.3,0,0,0,0,1
103,252,6,7,58,0.7,537,-0.7,0,0,0,0,1
103,668,7,7.2,56,0.5,545,-1,0,0,0,0,1
103,1215,8,8,48,0.4,711,-2.3,0.12,0,0,0,1
103,616,9,9.4,44,0.3,743,-2.2,0.33,0,0,0,1
103,428,10,10.9,40,0.5,714,-2.1,0.55,0,0,0,1
103,571,11,12.6,49,1.4,988,2.1,0.84,0,0,0,1
103,626,12,15.5,47,3.3,1303,4.2,2.44,0,0,0,1
103,678,13,17.1,42,3.2,1305,4,2.6,0,0,0,1
103,705,14,18.3,43,2.2,1509,5.4,2.43,0,0,0,1
103,815,15,18.6,47,3.3,1560,7,2.08,0,0,0,1
103,890,16,17.6,53,3.7,1735,7.8,1.4,0,0,0,1
103,1085,17,16.9,62,3.1,1562,9.5,0.95,0,0,0,1
103,1749,18,15.7,68,3.3,1473,9.8,0.39,0,0,0,1
103,1224,19,14.1,77,2,1240,10.1,0.04,0,0,0,1
103,986,20,13.9,77,1.5,1010,9.9,0,0,0,0,1
103,982,21,13.7,79,2,1035,10.1,0,0,0,0,1
103,912,22,13.5,81,2.8,933,10.2,0,0,0,0,1
103,572,23,13.4,81,2.6,958,10.1,0,0,0,0,1
104,412,0,13.6,79,2.2,862,10,0,0,0,0,1
104,309,1,13.7,73,2.2,1182,8.9,0,0,0,0,1
104,226,2,13.8,70,1.3,1363,8.4,0,0,0,0,1
104,142,3,14,67,2.3,1733,7.9,0,0,0,0,1
104,82,4,14,70,1.5,1648,8.6,0,0,0,0,1
104,123,5,14.1,69,1.3,1923,8.4,0,0,0,0,1
104,290,6,14.1,69,1.6,1882,8.4,0,0,0,0,1
104,786,7,14.1,69,1.1,1692,8.4,0,0,0,0,1
104,1371,8,14.2,67,0.9,1812,8.1,0.06,0,0,0,1
104,761,9,14.6,62,1.2,1768,7.3,0.19,0,0,0,1
104,552,10,15.7,58,1.3,1980,7.4,0.69,0,0,0,1
104,643,11,17.5,55,2.1,1892,8.3,1.35,0,0,0,1
104,813,12,19.9,44,2.7,1874,7.2,2.22,0,0,0,1
104,789,13,20.9,44,4.7,1795,8.1,2.66,0,0,0,1
104,878,14,21.1,42,4.3,2000,7.6,2.49,0,0,0,1
104,1025,15,21.7,39,3.3,1979,7.1,2.09,0,0,0,1
104,1049,16,21.7,41,3.2,2000,7.8,1.91,0,0,0,1
104,1325,17,20.5,49,3.5,2000,9.4,1.18,0,0,0,1
104,2100,18,19.2,53,2.4,2000,9.3,0.58,0,0,0,1
104,1478,19,17.9,54,2.9,2000,8.4,0.04,0,0,0,1
104,1275,20,17.2,60,2.5,1993,9.3,0,0,0,0,1
104,1181,21,16.8,67,2,1775,10.6,0,0,0,0,1
104,983,22,16.2,71,2,1780,10.9,0,0,0,0,1
104,587,23,16.1,69,1.8,1666,10.4,0,0,0,0,1
105,466,0,16,69,2.4,1863,10.3,0,0,0,0,1
105,355,1,16.3,68,2.1,1859,10.3,0,0,0,0,1
105,203,2,16.5,68,1.3,1724,10.5,0,0,0,0,1
105,51,3,16.5,69,2.4,1659,10.7,0,0,0,0,1
105,9,4,15.1,86,2.1,877,12.7,0,0,0,0,1
105,8,5,14.5,94,2,487,13.5,0,0,0,0,1
105,10,6,14.4,96,0.7,453,13.7,0,8,0,0,1
105,15,7,14.3,97,0.3,189,13.8,0,0,0,0,1
105,39,8,14.1,97,1.1,342,13.6,0,0,0,0,1
105,32,9,14.1,98,1.1,253,13.7,0.06,17,0,0,1
105,27,10,14.2,98,1.2,299,13.8,0.14,0,0,0,1
105,65,11,13.9,98,1.4,296,13.5,0.13,0,0,0,1
105,204,12,13.3,97,2.9,771,12.8,0.19,2,0,0,1
105,269,13,12.7,97,2.6,467,12.2,0.23,0,0,0,1
105,289,14,12.1,97,2,177,11.6,0.2,0,0,0,1
105,329,15,11.6,97,3.4,117,11.1,0.26,0,0,0,1
105,214,16,10.7,98,1.2,196,10.3,0.14,0,0,0,1
105,411,17,10.9,98,1.3,222,10.5,0.09,0,0,0,1
105,676,18,10.4,98,2.5,116,10,0.03,0,0,0,1
105,606,19,10.4,98,2,391,10,0,0,0,0,1
105,533,20,10.5,97,1.8,372,10,0,0,0,0,1
105,567,21,10.4,96,2.7,499,9.7,0,0,0,0,1
105,506,22,9.8,90,3.7,493,8.2,0,0,0,0,1
105,343,23,9.3,90,4.1,609,7.7,0,0,0,0,1
106,287,0,8.4,86,2.2,2000,6.1,0,0,0,0,1
106,278,1,7.2,83,2.1,2000,4.4,0,0,0,0,1
106,178,2,6.7,72,2.1,2000,1.9,0,0,0,0,1
106,102,3,6.1,67,2.6,2000,0.4,0,0,0,0,1
106,85,4,5.7,62,2.4,2000,-1,0,0,0,0,1
106,85,5,5.2,60,2,2000,-1.9,0,0,0,0,1
106,222,6,4.4,61,1.7,2000,-2.4,0,0,0,0,1
106,652,7,3.7,59,2.9,2000,-3.5,0,0,0,0,1
106,1176,8,3.8,56,2.4,2000,-4.1,0.32,0,0,0,1
106,683,9,5.2,51,1.7,2000,-4.1,1.08,0,0,0,1
106,507,10,6.7,46,2.2,1936,-4.1,1.79,0,0,0,1
106,557,11,8.2,45,2.4,1992,-3,2.38,0,0,0,1
106,705,12,9.4,40,2.6,1913,-3.5,2.78,0,0,0,1
106,715,13,10.4,38,2.4,1959,-3.3,2.99,0,0,0,1
106,772,14,11,36,1.8,1973,-3.5,2.91,0,0,0,1
106,923,15,11.9,32,1.9,1976,-4.3,2.62,0,0,0,1
106,976,16,11.6,31,1.4,1999,-4.9,2.11,0,0,0,1
106,1160,17,11.2,30,1.5,2000,-5.7,1.44,0,0,0,1
106,1641,18,10,33,1.2,2000,-5.5,0.68,0,0,0,1
106,974,19,8.1,36,1.2,2000,-6.1,0.06,0,0,0,1
106,774,20,6.7,41,1,2000,-5.6,0,0,0,0,1
106,710,21,5.8,43,1.8,2000,-5.8,0,0,0,0,1
106,660,22,4.9,46,0.8,2000,-5.7,0,0,0,0,1
106,455,23,4.2,47,1.3,2000,-6.1,0,0,0,0,1
107,414,0,3.7,48,1.6,2000,-6.3,0,0,0,0,1
107,366,1,3,52,0.7,2000,-5.9,0,0,0,0,1
107,268,2,2.3,56,0.6,2000,-5.5,0,0,0,0,1
107,157,3,1.8,59,0.7,2000,-5.3,0,0,0,0,1
107,103,4,1.3,61,0.7,2000,-5.4,0,0,0,0,1
107,60,5,1,62,0.9,2000,-5.4,0,0,0,0,1
107,109,6,0.8,63,1,2000,-5.4,0,0,0,0,1
107,193,7,0.5,64,0.8,2000,-5.5,0.01,0,0,0,1
107,384,8,1.3,57,1,1974,-6.2,0.32,0,0,0,1
107,520,9,3.4,49,1.6,1950,-6.3,1.03,0,0,0,1
107,561,10,6,43,1,1829,-5.6,1.69,0,0,0,1
107,742,11,8,39,1.2,1783,-5.1,2.26,0,0,0,1
107,933,12,10,38,1.5,1677,-3.6,2.51,0,0,0,1
107,1111,13,10.9,32,1.2,1772,-5.1,2.22,0,0,0,1
107,1294,14,12.1,29,2.3,1734,-5.4,2.26,0,0,0,1
107,1514,15,13.2,23,2.8,1696,-7.5,2.52,0,0,0,1
107,1440,16,13.7,28,2.1,1499,-4.5,1.88,0,0,0,1
107,1272,17,12.1,34,2.5,1240,-3.3,0.81,0,0,0,1
107,934,18,10.6,42,2.8,1307,-1.8,0.31,0,0,0,1
107,718,19,8.8,49,3.2,1207,-1.3,0.05,0,0,0,1
107,688,20,7.9,54,2.3,1005,-0.8,0,0,0,0,1
107,624,21,7.4,54,2,1142,-1.3,0,0,0,0,1
107,562,22,7,55,2.7,1041,-1.4,0,0,0,0,1
107,422,23,6.4,59,1.1,961,-1,0,0,0,0,1
108,407,0,5.9,56,1.1,1019,-2.2,0,0,0,0,1
108,309,1,5.7,55,1.4,1043,-2.6,0,0,0,0,1
108,226,2,5.5,56,1.2,1067,-2.5,0,0,0,0,1
108,174,3,5.5,57,1.1,1079,-2.3,0,0,0,0,1
108,106,4,5.6,55,0.4,1115,-2.7,0,0,0,0,1
108,67,5,5.6,55,1.2,1008,-2.7,0,0,0,0,1
108,73,6,5.7,54,1.7,1208,-2.9,0,0,0,0,1
108,152,7,5.5,58,1,937,-2.1,0,0,0,0,1
108,293,8,5.9,58,1.8,861,-1.7,0.11,0,0,0,1
108,398,9,6.3,53,0.5,849,-2.5,0.34,0,0,0,1
108,460,10,7.2,53,1.6,709,-1.7,0.45,0,0,0,1
108,587,11,8.5,49,0.7,718,-1.6,0.76,0,0,0,1
108,751,12,9.8,46,1.2,710,-1.2,1.13,0,0,0,1
108,881,13,10.6,43,1.3,705,-1.4,1.07,0,0,0,1
108,993,14,11,41,1.1,763,-1.7,0.81,0,0,0,1
108,1128,15,12,37,0.8,879,-2.2,1.09,0,0,0,1
108,1059,16,12.3,30,1.6,1263,-4.8,0.94,0,0,0,1
108,603,17,11.1,42,2.2,765,-1.3,0.34,0,0,0,1
108,365,18,10.4,47,0.4,824,-0.4,0.14,0,0,0,1
108,237,19,10,53,1.7,796,0.8,0.01,0,0,0,1
108,146,20,9.2,66,1.1,513,3.1,0,0,0,0,1
108,71,21,8.8,72,0.9,501,4,0,0,0,0,1
108,70,22,8.1,76,0.8,492,4.1,0,0,0,0,1
108,53,23,7.4,80,1.3,471,4.1,0,0,0,0,1
